id,parent_id,x,y,z,type,level,dist2soma,path_dist2soma,angle,angle_remote,angle_io1,angle_io1_remote,angle_io2,angle_io2_remote,radius,lcradius,rcradius,length,pathlength,contraction,lclength,lcpathlength,rclength,rcpathlength,width,height,depth,lslength,lspathlength,rslength,rspathlength,lstips,rstips,bnum,pbnum,lcbnum,rcbnum,dist2nb,neigborbs,interb_dist,uniform_bdist
183,157,8460,5820,8303,2,14,3946.66,9894.33,0,0,0,0,0,0,0.25,0,0,63.4674,87.3157,0.726873,0,0,0,0,101.634,89.0664,16.1719,0,0,0,0,0,0,1,0,0,0,21.15,242,21.15,87.3157
184,158,8249.66,6142.34,8323.01,2,14,3907.55,9721.35,90.729,111.307,166.936,148.505,100.527,96.3068,1.125,0.25,0.25,7.74525,7.77361,0.996352,59.5552,63.0551,336.582,342.874,5.69629,6.97607,4.32031,820.384,926.291,336.582,342.874,7,1,0,3,2,8,0,0,0,0
185,158,8249.66,6142.34,8323.01,5,14,3907.55,9721.42,0,0,0,0,0,0,0.25,0,0,7.56975,7.84543,0.964862,0,0,0,0,11.3281,10.688,2.99219,0,0,0,0,0,0,1,0,0,0,7.84543,204,7.84543,7.84543
186,159,7980.99,6158.98,8332.01,5,14,4080.1,9829.42,39.8061,4.9371,152.231,172.34,167.247,177.277,0.25,0.25,0.5,4.24903,4.29127,0.990156,107.655,114.336,170.486,200.89,9.66406,4.28809,0.183594,107.655,114.336,170.486,200.89,1,1,1,2,4,15,4.29127,216,4.29127,4.29127
187,159,7980.99,6158.98,8332.01,5,14,4080.1,9858.79,0,0,0,0,0,0,0.25,0,0,30.7677,33.6688,0.913833,0,0,0,0,41.0244,30.7202,13.9922,0,0,0,0,0,0,2,0,0,0,15.287,216,16.8344,16.8344
188,161,7992.32,6248.32,8296.99,2,14,4010.02,9832.3,9.85756,11.2562,149.643,165.01,156.393,167.184,0.25,0.25,0.25,34.7956,43.2449,0.804617,31.9697,37.6803,119.203,142.462,83.3198,22.1699,3.52441,379.129,413.418,119.203,142.462,2,1,3,4,1,8,14.1968,152.667,14.1968,14.415
189,161,7992.32,6248.32,8296.99,2,14,4010.02,9955.7,90.4239,92.4455,108.462,83.0859,156.532,173.666,0.5,0.75,0.5,152.986,166.648,0.918022,25.5856,30.6402,46.5972,50.3518,303.32,169.68,34.833,25.5856,30.6402,46.5972,50.3518,1,1,9,4,3,5,9.233,101.222,17.6534,18.5164
190,162,8245.7,6032.64,8306,5,14,3957.73,9795.13,0,0,0,0,0,0,0.625,0,0,36.8208,43.561,0.845269,0,0,0,0,39.6807,27.3276,21.0078,0,0,0,0,0,0,2,0,0,0,20.1903,263.5,21.7805,21.7805
191,162,8245.7,6032.64,8306,2,14,3957.73,9918.74,76.0287,44.7913,146.792,154.354,108.159,151.794,1.5,0.25,0.75,94.9968,167.176,0.568243,67.1172,83.9161,340.757,419.511,161.762,162.182,26.9688,190.172,214.46,463.097,560.35,2,2,4,3,3,6,11.2829,211,33.878,41.7941
192,166,7851.01,6118.02,8315.01,5,14,4179.21,9989.92,39.2739,79.1857,130.691,118.112,168.426,162.548,0.25,0.625,1,35.6621,36.902,0.9664,33.8202,34.8736,46.299,58.7337,78.0156,31.04,7.00781,443.16,478.731,46.299,58.7337,4,1,2,2,4,4,12.0165,194,18.451,18.451
193,166,7851.01,6118.02,8315.01,5,14,4179.21,10201.5,0,0,0,0,0,0,0.25,0,0,232.762,248.477,0.936755,0,0,0,0,261.936,458.56,9.48047,0,0,0,0,0,0,16,0,0,0,12.1194,104.25,15.5298,15.5298
194,167,7813.44,6138.11,8297.66,2,14,4186.22,10107.3,78.3045,17.993,159.845,174.463,121.82,157.569,1,0.75,0.5,105.645,121.247,0.871321,159.19,187.921,135.803,167.379,80.0508,222.112,9.37207,159.19,187.921,135.803,167.379,1,1,9,0,9,8,7.06216,165.222,11.0436,13.4719
195,167,7813.44,6138.11,8297.66,2,14,4186.22,10161.7,0,0,0,0,0,0,1.5,0,0,146.165,175.646,0.832155,0,0,0,0,237.44,158.912,54.0244,0,0,0,0,0,0,8,0,0,0,10.3654,100.25,21.6433,21.9558
196,168,8062.59,6162.3,8322.9,5,14,4018.84,9789.86,48.923,67.1388,127.983,127.943,173.608,151.328,1.25,2,1.625,13.1502,13.448,0.977859,14.9348,15.6859,97.7836,102.867,10.4961,16.3203,6.43164,170.856,181.91,137.85,143.746,2,2,1,2,1,5,13.3236,216,13.448,13.448
197,168,8062.59,6162.3,8322.9,2,14,4018.84,9808.12,60.0786,55.5365,151.176,167.696,148.746,136.474,0.75,1,0.25,30.8882,31.7089,0.974115,28.8218,30.11,94.2986,96.0052,71.168,29.7603,0.703125,256.151,297.523,94.2986,96.0052,4,1,2,2,3,5,5.06037,226.5,9.47475,15.8545
198,169,8127.23,6129.34,8336.11,5,14,4000.3,9849.44,0,0,0,0,0,0,1.375,0,0,40.6375,42.7169,0.951321,0,0,0,0,37.248,27.3281,22.8955,0,0,0,0,0,0,4,0,0,0,8.70839,210,15.1054,10.6792
199,169,8127.23,6129.34,8336.11,5,14,4000.3,10076.6,71.3345,45.1534,92.0596,117.219,161.726,149.291,0.25,0.25,0.25,258.022,269.841,0.956202,10.6059,11.3018,288.087,372.076,451.457,354.688,45.8877,10.6059,11.3018,288.087,372.076,1,1,9,4,1,18,22.5113,183,31.9495,29.9823
200,170,8197.31,5961.02,8299.34,5,14,4022.95,9893.76,160.312,149.525,140.126,154.878,58.3203,51.5177,1.25,0.375,0.75,8.56864,8.60507,0.995767,32.5465,34.6988,28.4555,29.3272,1.34375,13.376,4.00781,199.905,230.832,28.4555,29.3272,2,1,2,7,3,3,8.60507,204,11.8579,4.30253
201,170,8197.31,5961.02,8299.34,2,14,4022.95,9983.65,0,0,0,0,0,0,0.25,0,0,94.4435,98.4997,0.95882,0,0,0,0,47.6641,124.656,46.6641,0,0,0,0,0,0,4,0,0,0,13.5989,237.5,25.05,24.6249
202,171,8366,5937,8336,5,14,3953.45,9997.28,0,0,0,0,0,0,0.25,0,0,33.7727,38.6618,0.873541,0,0,0,0,72.7812,18.583,10.1543,0,0,0,0,0,0,2,0,0,0,8.61065,256,19.3309,19.3309
203,171,8366,5937,8336,2,14,3953.45,10078.1,0,0,0,0,0,0,0.25,0,0,107.288,119.506,0.897762,0,0,0,0,44.6084,188.008,43.0078,0,0,0,0,0,0,5,0,0,0,12.5782,250.6,23.3554,23.9013
204,172,7936.32,6242.3,8312,2,14,4059.55,9987.22,0,0,0,0,0,0,0.25,0,0,139.301,148.572,0.937604,0,0,0,0,239.296,174.72,40.9922,0,0,0,0,0,0,6,0,0,0,12.6939,127.333,21.4474,24.762
205,172,7936.32,6242.3,8312,2,14,4059.55,10032.4,0,0,0,0,0,0,1,0,0,178.403,193.733,0.920874,0,0,0,0,321.344,46.978,75.0078,0,0,0,0,0,0,9,0,0,0,14.1005,138.222,18.6838,21.5258
206,174,7907.33,6142.66,8294,2,14,4117.2,9845.03,78.4674,34.5933,128.804,164.793,151.891,151.4,0.375,1.5,0.25,13.722,13.996,0.980423,36.6549,39.8121,90.8841,94.3102,15.6802,27.0083,1.00781,36.6549,39.8121,90.8841,94.3102,1,1,1,7,2,5,5.87534,205,5.87534,13.996
207,174,7907.33,6142.66,8294,2,14,4117.2,9892.36,29.2686,85.9447,116.533,118.499,141.463,155.535,1.375,0.5,0.75,60.0734,61.3225,0.979631,223.116,234.753,366.914,412.503,142.016,38.0156,6.43555,223.116,234.753,366.914,412.503,1,1,5,7,12,22,9.092,190.8,11.9003,12.2645
208,176,8352.58,5949.44,8304.99,2,15,3936.81,9884.19,0,0,0,0,0,0,0.25,0,0,85.6109,88.5137,0.967205,0,0,0,0,35.5996,126.464,40,0,0,0,0,0,0,2,0,0,0,22.2942,250.5,39.0903,44.2568
209,176,8352.58,5949.44,8304.99,2,15,3936.81,9953.45,90.0269,58.5747,119.223,153.275,144.203,148.136,1.25,0.25,0.25,122.08,157.769,0.773787,10.0837,11.9908,190.053,206.151,161.576,171.451,44.0078,10.0837,11.9908,190.053,206.151,1,1,4,4,1,8,21.4325,192.5,38.9847,39.4422
210,177,8249.34,5928.64,8303.01,5,15,4010.3,9961.14,0,0,0,0,0,0,0.75,0,0,112.629,123.586,0.911342,0,0,0,0,174.336,197.632,5.54785,0,0,0,0,0,0,9,0,0,0,10.0509,134.778,14.3489,13.7318
211,177,8249.34,5928.64,8303.01,5,15,4010.3,10123.4,0,0,0,0,0,0,0.25,0,0,258.848,285.844,0.905556,0,0,0,0,542.044,83.104,81.7871,0,0,0,0,0,0,15,0,0,0,14.71,125.933,19.4265,19.0563
212,178,8614.98,6027.58,8303.55,2,15,3738.59,9822.41,32.9724,53.8901,171.84,175.903,154.601,127.874,0.25,0.25,0.25,32.9171,34.0533,0.966633,22.6539,23.3493,5.03052,6.26147,71.1035,6.3999,11.3447,704.3,806.351,5.03052,6.26147,7,1,2,9,0,1,4.88028,141,15.7636,17.0267
213,178,8614.98,6027.58,8303.55,5,15,3738.59,9829.7,113.501,111.82,170.232,177.645,69.1931,68.2496,2,1.5,0.25,38.8731,41.3385,0.940362,14.1346,14.7913,5.08627,5.30521,41.5352,46.9121,18.5605,7775.23,8929.41,241.576,268.454,64,2,4,9,1,2,8.91566,141.75,10.3346,10.3346
214,179,8540,5809,8291,2,15,3900.93,9929.37,124.627,156.462,107.094,74.4633,125.81,129.074,0.625,0.25,0.5,28.0094,35.0889,0.79824,81.8838,105.35,164.405,189.314,6.94824,34,15,323.814,433.495,164.405,189.314,3,1,1,0,3,6,22.2041,209,22.2041,35.0889
215,179,8540,5809,8291,5,15,3900.93,9975.04,113.245,94.7284,104.537,80.2731,142.072,167.514,0.75,0.5,0.25,59.5907,80.7631,0.737845,12.8349,13.3866,157.092,172.195,38.2686,120.36,12.1035,12.8349,13.3866,157.092,172.195,1,1,4,0,1,7,14.3011,153.25,20.1908,20.1908
216,180,8463.68,5950.59,8294.9,2,15,3864.29,9735.97,136.897,99.4326,84.8596,74.8571,130.348,163.521,0.25,0.5,0.25,2.48478,2.48478,1,40.0701,44.2058,100.322,157.449,2.87988,2.94385,1.10352,365.232,396.236,100.322,157.449,3,1,0,3,2,3,0,0,0,0
217,180,8463.68,5950.59,8294.9,2,15,3864.29,9782.12,81.0761,23.6994,165.971,166.914,111.88,148.589,0.25,0.625,0.25,45.9022,48.6298,0.94391,20.2764,20.8616,66.4265,70.4714,89.0234,21.3916,18.0957,392.707,406.733,66.4265,70.4714,5,1,0,3,2,3,0,0,0,0
218,181,8328.32,6033.34,8327.01,2,15,3918.16,9811.5,60.0199,51.8808,145.242,154.279,154.737,153.511,0.5,0.25,0.25,3.39195,3.51961,0.963731,37.0668,38.5981,70.602,72.7646,5.63184,4.35156,0.992188,129.282,133.97,70.602,72.7646,2,1,0,5,2,6,0,0,0,0
219,181,8328.32,6033.34,8327.01,2,15,3918.16,9844.92,96.6424,78.8827,167.162,173.12,94.2871,94.515,0.25,0.25,0.75,35.512,36.9427,0.961274,14.4982,14.6272,52.381,54.034,15.9043,76.2241,4.99219,80.7085,85.5918,52.381,54.034,2,1,1,5,0,2,17.9587,283,17.9587,36.9427
220,184,8243.97,6135.36,8327.33,5,15,3917.24,9784.4,100.205,89.6934,158.449,160.632,101.338,108.946,0.25,0.25,0.25,59.5552,63.0551,0.944495,30.4121,32.5885,99.989,106.853,117.952,50.3677,18.6719,620.872,713.235,270.358,289.443,4,3,2,1,1,6,7.29125,236,31.5276,31.5275
221,184,8243.97,6135.36,8327.33,2,15,3917.24,10064.2,0,0,0,0,0,0,0.25,0,0,336.582,342.874,0.98165,0,0,0,0,533.057,530.368,37.6641,0,0,0,0,0,0,8,0,0,0,21.3031,125.5,42.5251,42.8592
222,186,7971.33,6154.69,8332,5,15,4088.69,9943.75,0,0,0,0,0,0,0.25,0,0,107.655,114.336,0.941572,0,0,0,0,219.328,133.264,11.9082,0,0,0,0,0,0,4,0,0,0,10.0011,180,29.6568,28.584
223,186,7971.33,6154.69,8332,5,15,4088.69,10030.3,0,0,0,0,0,0,0.5,0,0,170.486,200.89,0.848654,0,0,0,0,368.32,183.68,26.1475,0,0,0,0,0,0,15,0,0,0,7.77425,174.733,13.6787,13.3927
224,188,7909,6269,8299,2,15,4058.82,9869.98,13.9131,44.6555,169.304,132.548,170.239,177.031,0.25,0.625,0.5,31.9697,37.6803,0.848448,91.2776,100.505,255.882,275.233,67,37,3.16504,91.2776,100.505,255.882,275.233,1,1,1,9,8,20,22.8997,137,22.8997,37.6803
225,188,7909,6269,8299,5,15,4058.82,9974.76,0,0,0,0,0,0,0.25,0,0,119.203,142.462,0.836735,0,0,0,0,214.024,87.2222,45.9922,0,0,0,0,0,0,8,0,0,0,11.4742,101.75,17.8078,17.8078
226,189,7689,6418,8331,5,15,4167.71,9986.34,0,0,0,0,0,0,0.75,0,0,25.5856,30.6402,0.835033,0,0,0,0,21.1919,50.0249,8.12109,0,0,0,0,0,0,3,0,0,0,10.2134,68,10.2134,10.2134
227,189,7689,6418,8331,5,15,4167.71,10006.1,0,0,0,0,0,0,0.5,0,0,46.5972,50.3518,0.925432,0,0,0,0,103.016,49.0078,2.39355,0,0,0,0,0,0,5,0,0,0,6.58971,39.2,10.0704,10.0704
228,191,8084,6183,8310,2,15,3987.17,10002.7,47.3782,48.9432,157.78,138.895,154.168,172.089,0.25,0.25,0.25,67.1172,83.9161,0.799813,32.9828,35.794,90.0715,94.7498,50,63.5049,38,32.9828,35.794,90.0715,94.7498,1,1,3,2,3,3,22.4221,186.667,22.4221,27.972
229,191,8084,6183,8310,2,15,3987.17,10338.3,110.451,36.8387,91.9973,136.119,146.687,172.917,0.75,1.5,0.75,340.757,419.511,0.812271,52.2406,58.0115,70.0999,82.8275,802,255.936,47.6943,52.2406,58.0115,70.0999,82.8275,1,1,6,2,2,8,66.0593,169,68.5144,69.9185
230,192,7772.99,6086.98,8308,5,15,4244.54,10024.8,112.355,115.202,170.462,153.557,58.7335,77.6396,0.625,1.5,0.25,33.8202,34.8736,0.969793,25.8626,28.3336,7.39885,8.18787,57.792,49.2158,6,427.804,464.003,7.39885,8.18787,3,1,4,16,2,3,6.97778,175.25,13.0317,8.7184
231,192,7772.99,6086.98,8308,5,15,4244.54,10048.7,0,0,0,0,0,0,1,0,0,46.299,58.7337,0.788286,0,0,0,0,83.29,64.9419,11.1953,0,0,0,0,0,0,4,0,0,0,14.1962,161.75,18.9967,14.6834
232,194,7892,5916,8290,2,15,4240.25,10295.2,0,0,0,0,0,0,0.75,0,0,159.19,187.921,0.847114,0,0,0,0,146.016,314.016,19.9844,0,0,0,0,0,0,9,0,0,0,10.5193,55,18.7512,20.8801
233,194,7892,5916,8290,2,15,4240.25,10274.6,0,0,0,0,0,0,0.5,0,0,135.803,167.379,0.811348,0,0,0,0,197.408,216.032,34.9502,0,0,0,0,0,0,8,0,0,0,9.55032,101.75,14.5833,20.9224
234,196,8052.35,6145.98,8329.33,2,15,4037.31,9805.54,89.1386,38.6439,123.284,135.081,147.458,173.719,2,1.5,1.75,14.9348,15.6859,0.952113,30.6,32.2169,125.321,134.008,6.01611,10.624,9.00781,30.6,32.2169,125.321,134.008,1,1,1,2,2,2,13.3236,216,13.448,15.6859
235,196,8052.35,6145.98,8329.33,5,15,4037.31,9892.72,94.7391,84.0036,145.549,113.252,111.016,160.186,1.625,0.75,1.75,97.7836,102.867,0.950578,10.0265,10.1215,30.0397,30.7567,81.4722,46.208,57.3438,10.0265,10.1215,30.0397,30.7567,1,1,5,2,2,2,12.3675,175.4,23.2631,20.5735
236,197,7991.42,6132.54,8323.01,5,15,4081.05,9838.23,55.4952,55.139,159.673,128.519,144.664,175.767,1,0.75,0.875,28.8218,30.11,0.957218,78.6151,85.18,74.0665,75.5462,56.96,39.6802,2.32031,231.878,277.047,74.0665,75.5462,3,1,3,4,5,7,8.66604,244,10.0367,10.0367
237,197,7991.42,6132.54,8323.01,2,15,4081.05,9904.12,0,0,0,0,0,0,0.25,0,0,94.2986,96.0052,0.982223,0,0,0,0,207.424,78.4639,14.0244,0,0,0,0,0,0,5,0,0,0,11.6995,198.6,18.6851,19.201
238,199,8578.69,5774.66,8382,2,15,3952.86,10087.9,0,0,0,0,0,0,0.25,0,0,10.6059,11.3018,0.938428,0,0,0,0,4.28711,4.67188,6.99219,0,0,0,0,0,0,1,0,0,0,11.3018,81,15.8758,11.3018
239,199,8578.69,5774.66,8382,5,15,3952.86,10448.6,0,0,0,0,0,0,0.25,0,0,288.087,372.076,0.774268,0,0,0,0,529.952,240.096,115.344,0,0,0,0,0,0,18,0,0,0,12.133,47.5,21.5529,20.6709
240,200,8195.97,5947.65,8295.33,5,15,4028.85,9923.08,0,0,0,0,0,0,0.75,0,0,28.4555,29.3272,0.970279,0,0,0,0,16.5117,30.3359,15.3281,0,0,0,0,0,0,3,0,0,0,12.6441,159,12.6441,9.77572
241,200,8195.97,5947.65,8295.33,5,15,4028.85,9928.45,40.2729,119.138,176.545,37.1731,141.681,151.386,0.375,0.75,0.25,32.5465,34.6988,0.937971,68.5492,92.3646,98.809,103.768,20.0322,66.3037,6.33594,68.5492,92.3646,98.809,103.768,1,1,3,4,2,8,8.26962,171.333,14.4346,11.5663
242,206,7891.65,6169.66,8295.01,2,15,4115.47,9884.84,0,0,0,0,0,0,1.5,0,0,36.6549,39.8121,0.920697,0,0,0,0,29.6318,60.3521,14.6074,0,0,0,0,0,0,2,0,0,0,4.13624,176.5,18.5421,19.906
243,206,7891.65,6169.66,8295.01,5,15,4115.47,9939.34,0,0,0,0,0,0,0.25,0,0,90.8841,94.3102,0.963672,0,0,0,0,176.64,110.336,17.8838,0,0,0,0,0,0,5,0,0,0,16.3674,157,18.862,18.862
244,207,7765.31,6104.64,8288,5,15,4230.8,10127.1,0,0,0,0,0,0,0.5,0,0,223.116,234.753,0.950431,0,0,0,0,113.244,458.46,39.875,0,0,0,0,0,0,12,0,0,0,10.662,94.3333,19.5627,19.5627
245,207,7765.31,6104.64,8288,2,15,4230.8,10304.9,0,0,0,0,0,0,0.75,0,0,366.914,412.503,0.889482,0,0,0,0,835.328,168.048,61.0889,0,0,0,0,0,0,22,0,0,0,11.9603,51.6818,18.6258,18.7502
246,209,8191,5778,8349,5,16,4156.21,9965.44,0,0,0,0,0,0,0.25,0,0,10.0837,11.9908,0.840952,0,0,0,0,7.1167,21.1641,1.21973,0,0,0,0,0,0,1,0,0,0,11.9908,113,11.9908,11.9908
247,209,8191,5778,8349,2,16,4156.21,10159.6,0,0,0,0,0,0,0.25,0,0,190.053,206.151,0.921914,0,0,0,0,261.976,70.001,96.4609,0,0,0,0,0,0,8,0,0,0,14.3171,31,24.8595,25.7689
248,212,8543.87,6028.99,8314.9,2,16,3785.18,9828.68,0,0,0,0,0,0,0.25,0,0,5.03052,6.26147,0.803409,0,0,0,0,6.84766,9.02393,1.08789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,212,8543.87,6028.99,8314.9,5,16,3785.18,9845.76,140.096,165.308,163.478,176.117,54.9681,10.8651,0.25,0.625,0.25,22.6539,23.3493,0.970218,38.1352,40.3656,17.3105,19.7416,53.8877,3.00781,5.21582,702.471,803.626,17.3105,19.7416,6,1,1,4,2,5,6.85904,189,23.3493,23.3493
250,213,8573.44,5980.67,8322.11,2,16,3799.84,9835,83.7961,84.2499,91.3855,76.9738,168.96,159.282,0.25,0.25,0.25,5.08627,5.30521,0.958731,62.5456,66.3054,173.944,196.844,11.584,3.58398,0.991211,62.5456,66.3054,173.944,196.844,1,1,1,1,2,4,7.77341,165,7.77341,5.30521
251,213,8573.44,5980.67,8322.11,2,16,3799.84,9844.49,162.444,139.642,127.985,156.491,60.4989,63.0221,1.5,1.75,0.25,14.1346,14.7913,0.955601,22.6215,24.0887,126.398,143.617,16.1924,18.5601,6.22363,7657.32,8795.09,126.398,143.617,63,1,2,1,2,1,10.0392,178.5,10.0392,7.39565
252,214,8542,5775,8306,2,16,3928.83,10034.7,74.4984,85.7431,99.5182,110.839,162.977,143.187,0.25,1.75,1.5,81.8838,105.35,0.777256,2.06832,2.10953,50.8459,98.024,192,50.3159,8.55762,193.153,232.231,50.8459,98.024,2,1,3,4,0,4,9.21779,250,22.238,35.1166
253,214,8542,5775,8306,2,16,3928.83,10118.7,0,0,0,0,0,0,0.5,0,0,164.405,189.314,0.868424,0,0,0,0,279.155,202.008,49.4326,0,0,0,0,0,0,6,0,0,0,10.402,149,31.152,31.5523
254,215,8502.46,5688.64,8278.9,2,16,3988.26,9988.43,0,0,0,0,0,0,0.5,0,0,12.8349,13.3866,0.958783,0,0,0,0,25.4717,13.376,2.89648,0,0,0,0,0,0,1,0,0,0,13.3866,130,20.5127,13.3866
255,215,8502.46,5688.64,8278.9,5,16,3988.26,10147.2,0,0,0,0,0,0,0.25,0,0,157.092,172.195,0.91229,0,0,0,0,131.456,302.656,36,0,0,0,0,0,0,7,0,0,0,24.5553,70,27.5297,24.5993
256,216,8466.56,5947.65,8296,2,16,3864.91,9780.18,115.2,105.157,94.9038,169.274,148.278,85.5385,0.5,1.5,0.25,40.0701,44.2058,0.906445,15.5789,18.8412,224.177,246.014,13.0566,37.1841,24.2236,116.563,124.857,224.177,246.014,2,1,2,0,1,7,14.887,226,20.883,22.1029
257,216,8466.56,5947.65,8296,2,16,3864.91,9893.42,0,0,0,0,0,0,0.25,0,0,100.322,157.449,0.63717,0,0,0,0,62.3682,163.609,59.0078,0,0,0,0,0,0,3,0,0,0,9.39193,221.333,49.146,52.483
258,217,8374.66,5965.7,8312.99,5,16,3919.04,9802.98,98.8303,83.6675,154.739,148.112,100.853,127.477,0.625,0.25,0.5,20.2764,20.8616,0.971949,3.84228,3.84757,22.3434,23.0676,40.3203,16.6401,6.01562,353.929,366.651,22.3434,23.0676,4,1,2,0,1,3,10.2159,281.5,10.4308,10.4308
259,217,8374.66,5965.7,8312.99,5,16,3919.04,9852.59,0,0,0,0,0,0,0.25,0,0,66.4265,70.4714,0.942602,0,0,0,0,62.1768,50.9922,37.5078,0,0,0,0,0,0,3,0,0,0,20.6945,276.333,23.4905,23.4905
260,218,8322.69,6037.7,8328,2,16,3919.84,9850.09,96.1424,96.4587,85.7904,77.4602,174.56,170.782,0.25,0.5,0.25,37.0668,38.5981,0.960326,24.3107,25.2812,67.9045,70.0912,33.4727,67.6484,10.8965,24.3107,25.2812,67.9045,70.0912,1,1,2,1,2,2,8.03263,253,9.94812,19.2991
261,218,8322.69,6037.7,8328,5,16,3919.84,9884.26,0,0,0,0,0,0,0.25,0,0,70.602,72.7646,0.970279,0,0,0,0,134.656,26.3042,28,0,0,0,0,0,0,6,0,0,0,8.98243,254,12.1274,12.1274
262,219,8319.1,5957.12,8332,2,16,3968.22,9859.55,26.1841,32.3367,156.537,154.664,171.346,172.985,0.25,0.25,0.25,14.4982,14.6272,0.99118,18.1048,22.4532,48.1055,48.5115,0.767578,31.04,2,18.1048,22.4532,48.1055,48.5115,1,1,0,2,1,1,0,0,0,0
263,219,8319.1,5957.12,8332,2,16,3968.22,9898.95,0,0,0,0,0,0,0.75,0,0,52.381,54.034,0.969408,0,0,0,0,86.9121,17.4399,26,0,0,0,0,0,0,2,0,0,0,9.8118,230.5,25.7988,27.017
264,220,8126.02,6084.99,8346,2,16,4029.23,9816.99,81.2419,50.0654,140.496,149.504,137.747,159.128,0.25,1.25,0.625,30.4121,32.5885,0.933215,31.7741,34.5088,223.767,258.851,75.584,8.57617,1.71191,398.466,456.304,223.767,258.851,3,1,1,8,2,9,7.29125,235,7.29125,32.5885
265,220,8126.02,6084.99,8346,2,16,4029.23,9891.26,83.1606,95.3063,153.114,167.986,121.534,91.6252,0.25,0.25,0.25,99.989,106.853,0.935762,107.576,114.411,149.46,159.222,19.9517,185.992,33,128.485,137.778,149.46,159.222,2,1,6,8,7,4,8.89442,206.667,15.6018,17.8089
266,224,7842,6306,8302,2,16,4090.49,9970.49,0,0,0,0,0,0,0.625,0,0,91.2776,100.505,0.908186,0,0,0,0,208.016,70.7974,12.082,0,0,0,0,0,0,8,0,0,0,6.12474,142.75,12.3911,12.5632
267,224,7842,6306,8302,5,16,4090.49,10145.2,0,0,0,0,0,0,0.5,0,0,255.882,275.233,0.929693,0,0,0,0,560.016,273.968,16.2227,0,0,0,0,0,0,20,0,0,0,9.21941,55.8,13.7616,13.7616
268,228,8034,6246,8348,5,16,4011.65,10038.5,0,0,0,0,0,0,0.25,0,0,32.9828,35.794,0.921461,0,0,0,0,9.49609,72.8818,3.40527,0,0,0,0,0,0,3,0,0,0,11.9313,130,11.9313,11.9313
269,228,8034,6246,8348,5,16,4011.65,10097.4,0,0,0,0,0,0,0.25,0,0,90.0715,94.7498,0.950625,0,0,0,0,69.0078,66.0049,52.9922,0,0,0,0,0,0,3,0,0,0,31.5833,92.3333,31.5833,31.5833
270,229,7282,6396,8281,2,16,4456.6,10396.3,0,0,0,0,0,0,1.5,0,0,52.2406,58.0115,0.900521,0,0,0,0,58.4751,26.0161,29,0,0,0,0,0,0,2,0,0,0,16.0162,35.5,16.0162,29.0058
271,229,7282,6396,8281,2,16,4456.6,10421.1,0,0,0,0,0,0,0.75,0,0,70.0999,82.8275,0.846336,0,0,0,0,158.032,23.9678,15.8604,0,0,0,0,0,0,8,0,0,0,6.44245,31,9.47623,10.3534
272,230,7715.2,6136.19,8302,5,16,4258.38,10033,0,0,0,0,0,0,0.25,0,0,7.39885,8.18787,0.903636,0,0,0,0,10.8159,7.80811,2.99219,0,0,0,0,0,0,2,0,0,0,6.72583,171.5,6.72583,4.09393
273,230,7715.2,6136.19,8302,2,16,4258.38,10053.1,132.58,77.1741,125.318,131.591,101.616,149.29,1.5,1.75,0.25,25.8626,28.3336,0.912788,38.8025,39.383,269.724,291.449,32.1924,11.7759,13.8877,171.019,183.604,269.724,291.449,2,1,3,4,2,18,6.81222,157.667,7.03561,9.44453
