n1327_u32_id,n671_u32_id,n316_u32_id,n13_u32_id,n4_u32_id
596,596,596,803,623
581,581,581,803,623
809,803,0,803,623
351,351,351,803,623
359,351,351,803,623
537,351,351,803,623
498,351,351,803,623
505,351,351,803,623
513,351,351,803,623
546,351,351,803,623
521,351,351,803,623
554,351,351,803,623
562,351,351,803,623
529,351,351,803,623
367,351,351,803,623
569,351,351,803,623
578,351,351,803,623
585,351,351,803,623
594,351,351,803,623
602,351,351,803,623
287,287,287,803,623
343,0,0,0,343
1129,0,0,0,343
549,549,0,549,343
864,549,0,549,343
637,549,0,549,343
629,629,629,549,343
685,685,685,549,343
709,549,0,549,343
718,718,718,549,343
725,725,725,549,343
733,733,733,549,343
741,741,741,549,343
563807435,563807435,563807435,549,343
406,549,0,549,343
414,414,414,549,343
422,422,422,549,343
609,609,609,549,343
1044,1044,1044,549,343
1008,549,0,549,343
475,549,475,549,343
1072,1072,475,549,343
1079,1079,475,549,343
1088,1088,475,549,343
170,549,170,549,343
496345664,496345664,170,549,343
496345668,496345668,170,549,343
496345672,496345672,170,549,343
856,549,0,549,343
138,549,0,549,343
218,218,218,549,343
1020,1020,1020,549,343
1029,1029,1029,549,343
325,325,325,549,343
560581551,560581551,0,549,343
560581555,549,0,549,343
239,549,0,549,343
255,255,255,549,343
127,549,127,549,343
1096,1096,127,549,343
1104,1104,127,549,343
64,64,64,549,343
1120,1120,1120,549,343
1113,1113,1113,549,343
155,155,155,549,343
444,549,0,549,343
59,59,59,549,343
362,362,362,549,343
617,362,362,549,343
626,362,362,549,343
636,362,362,549,343
366,366,366,549,343
1077,1077,1077,549,343
571,549,0,549,343
149,149,149,549,343
15,15,15,549,343
181,181,181,549,343
560581559,560581559,560581559,549,343
51,549,0,549,343
189,189,189,549,343
599,599,599,549,343
907,907,907,549,343
575,575,575,549,343
930,930,930,549,343
560581563,560581563,560581563,549,343
262,262,262,549,343
1014,549,0,549,343
27,27,27,549,343
563807439,563807439,563807439,549,343
178,178,178,549,343
300,178,178,549,343
316,178,178,549,343
321,321,321,549,343
958,549,0,549,343
483,483,483,549,343
186,186,186,549,343
953,549,0,549,343
1097,1097,0,1097,343
157,1097,0,1097,343
390,390,390,1097,343
332,332,332,1097,343
432,332,332,1097,343
38,38,38,1097,343
71,38,38,1097,343
47,38,38,1097,343
79,38,38,1097,343
103,38,38,1097,343
652,38,38,1097,343
660,38,38,1097,343
94,38,38,1097,343
55,38,38,1097,343
87,38,38,1097,343
110,38,38,1097,343
30,30,30,1097,343
118,118,118,1097,343
223,223,223,1097,343
141,1097,0,1097,343
72,72,72,1097,343
80,1097,0,1097,343
263,263,263,1097,343
272,272,272,1097,343
830,830,830,1097,343
668,830,830,1097,343
676,830,830,1097,343
684,830,830,1097,343
452,452,452,1097,343
523,523,523,1097,343
763,763,763,1097,343
914,914,914,1097,343
1109,1109,1109,1097,343
1124,1097,0,1097,343
126,126,126,1097,343
133,133,133,1097,343
347,347,347,1097,343
286,286,286,1097,343
338,338,338,1097,343
576073699,576073699,576073699,1097,343
689,689,689,1097,343
467,1097,0,1097,343
88,88,88,1097,343
700,88,88,1097,343
708,88,88,1097,343
716,88,88,1097,343
724,88,88,1097,343
331,1097,0,1097,343
210,210,210,1097,343
491,1097,491,1097,343
732,732,491,1097,343
606826647,606826647,491,1097,343
606826651,606826651,491,1097,343
606826655,606826655,491,1097,343
606826659,606826659,491,1097,343
525,525,525,1097,343
1110,525,525,1097,343
1118,525,525,1097,343
557,1097,0,1097,343
1126,1126,1126,1097,343
1,1,1,1097,343
515,515,515,1097,343
740,515,515,1097,343
748,515,515,1097,343
756,515,515,1097,343
980,980,980,1097,343
1004,1004,1004,1097,343
63,63,63,1097,343
439,63,63,1097,343
447,63,63,1097,343
455,63,63,1097,343
464,63,63,1097,343
693,693,693,1097,343
761,693,693,1097,343
769,693,693,1097,343
777,693,693,1097,343
785,693,693,1097,343
946,946,946,1097,343
290,1097,0,1097,343
194,194,194,1097,343
226,226,226,1097,343
356,356,356,1097,343
364,364,364,1097,343
576073704,576073704,576073704,1097,343
173,173,173,1097,343
470,470,470,1097,343
614,614,614,1097,343
797,797,797,1097,343
796,797,797,1097,343
804,804,797,1097,343
10671,10671,10671,1097,343
313,313,0,313,343
339,313,0,313,343
302,313,302,313,343
851,851,302,313,343
842,842,302,313,343
834,834,302,313,343
4,313,4,313,343
811,811,4,313,343
820,820,4,313,343
828,828,4,313,343
580,580,580,313,343
271,271,271,313,343
874,874,874,313,343
460,460,460,313,343
599626923,599626923,599626923,313,343
323,313,0,313,343
381,381,381,313,343
749,749,749,313,343
607344830,607344830,607344830,313,343
246,246,246,313,343
128,128,128,313,343
539,128,128,313,343
548,128,128,313,343
555,128,128,313,343
294,313,294,313,343
26,26,294,313,343
42,42,294,313,343
17,17,294,313,343
10,10,294,313,343
494,10,294,313,343
503,10,294,313,343
511,10,294,313,343
795,795,795,313,343
50,50,795,313,343
67,67,795,313,343
587,587,795,313,343
614454277,614454277,795,313,343
1100,313,0,313,343
215,215,215,313,343
531,531,531,313,343
628,628,628,313,343
634,634,634,313,343
706,706,706,313,343
1061,1061,1061,313,343
549009203,549009203,0,313,343
549009207,313,0,313,343
616,616,616,313,343
214,214,214,313,343
35,35,35,313,343
549009211,549009211,549009211,313,343
975,975,975,313,343
115,115,115,313,343
606826663,606826663,606826663,313,343
757,757,757,313,343
231,231,231,313,343
66,66,66,313,343
75,75,75,313,343
58,58,58,313,343
615,313,0,313,343
348,313,0,313,343
374,374,374,313,343
1052,1052,1052,313,343
165,313,0,313,343
12,12,12,313,343
100,100,100,313,343
607344834,607344834,100,313,343
607344838,607344838,100,313,343
607344842,607344842,100,313,343
607344846,607344846,100,313,343
607344850,607344850,100,313,343
607344854,607344854,100,313,343
607344858,607344858,100,313,343
607344862,607344862,100,313,343
197,197,197,313,343
591,591,591,313,343
872,872,872,313,343
1065,0,0,0,343
771,771,0,771,343
1132,771,0,771,343
612,612,612,771,343
82,612,612,771,343
90,612,612,771,343
99,612,612,771,343
7,7,7,771,343
867,867,867,771,343
123,123,867,771,343
881,867,867,771,343
860,867,867,771,343
868,867,867,771,343
875,867,867,771,343
883,867,867,771,343
891,867,867,771,343
890,867,867,771,343
899,867,867,771,343
915,867,867,771,343
923,867,867,771,343
398,771,398,771,343
122,122,398,771,343
105,105,398,771,343
114,114,398,771,343
987,771,0,771,343
280,280,280,771,343
880,880,880,771,343
283,771,0,771,343
599626927,599626927,599626927,771,343
898,898,898,771,343
931,931,931,771,343
1093,1093,1093,771,343
552,771,0,771,343
318,318,318,771,343
462,771,0,771,343
534,534,534,771,343
574,574,574,771,343
621,621,621,771,343
549009215,549009215,549009215,771,343
549009219,549009219,549009219,771,343
549009223,549009223,549009223,771,343
549009227,549009227,549009227,771,343
1117,771,0,771,343
679,679,679,771,343
137,679,679,771,343
130,679,679,771,343
147,147,147,771,343
162,162,162,771,343
604,604,604,771,343
146,146,146,771,343
238,238,238,771,343
350,350,350,771,343
358,358,358,771,343
354,354,0,354,343
386,354,0,354,343
207,207,207,354,343
607,354,0,354,343
112,354,0,354,343
560,354,0,354,343
96,96,96,354,343
101,101,101,354,343
720,354,0,354,343
711,711,711,354,343
1039,1039,1039,354,343
903,903,903,354,343
642,642,642,354,343
651,651,651,354,343
659,651,651,354,343
666,651,651,354,343
674,651,651,354,343
682,651,651,354,343
691,651,651,354,343
429,429,429,354,343
437,437,437,354,343
445,445,445,354,343
77,445,445,354,343
53,445,445,354,343
61,445,445,354,343
45,445,445,354,343
69,445,445,354,343
589508451,589508451,589508451,354,343
789,354,0,354,343
370,354,0,354,343
653,653,653,354,343
568,354,0,354,343
661,661,661,354,343
576,576,576,354,343
640,354,0,354,343
135,354,135,354,343
939,939,135,354,343
143,143,135,354,343
839,839,839,354,343
887,354,0,354,343
1048,1048,1048,354,343
372,372,372,354,343
83,83,83,354,343
136,136,136,354,343
106,106,106,354,343
203,203,203,354,343
235,354,235,354,343
955,955,235,354,343
963,963,235,354,343
307,307,307,354,343
395,354,395,354,343
1098,1098,1098,354,343
1107,1107,1107,354,343
852,852,852,354,343
859,859,859,354,343
938,354,0,354,343
970,970,970,354,343
978,978,978,354,343
154,354,0,354,343
161,354,0,354,343
177,177,177,354,343
169,169,169,354,343
995,354,0,354,343
1069,1069,1069,354,343
185,1069,1069,354,343
193,1069,1069,354,343
701,354,0,354,343
209,209,209,354,343
202,202,202,354,343
225,225,225,354,343
217,217,217,354,343
765,765,765,354,343
773,773,773,354,343
781,781,781,354,343
76,354,0,354,343
379,354,0,354,343
206,206,206,354,343
230,230,230,354,343
222,222,222,354,343
512,512,0,0,512
528,512,0,528,512
1144,512,0,528,512
1145,512,0,528,512
1143,512,0,528,512
645,512,0,528,512
912,912,912,528,512
10707,912,912,528,512
10706,912,912,528,512
10705,912,912,528,512
920,512,920,528,512
976,976,920,528,512
10710,976,920,528,512
10709,976,920,528,512
10708,976,920,528,512
984,984,920,528,512
10713,984,920,528,512
10712,984,920,528,512
10711,984,920,528,512
928,512,928,528,512
992,512,928,528,512
10716,512,928,528,512
10715,512,928,528,512
10714,512,928,528,512
1001,512,928,528,512
10719,512,928,528,512
10718,512,928,528,512
10717,512,928,528,512
1091,1091,928,528,512
10722,1091,928,528,512
10721,1091,928,528,512
10720,1091,928,528,512
936,936,936,528,512
10725,936,936,528,512
10724,936,936,528,512
10723,936,936,528,512
944,944,944,528,512
10728,944,944,528,512
10727,944,944,528,512
10726,944,944,528,512
951,951,951,528,512
10731,951,951,528,512
10730,951,951,528,512
10729,951,951,528,512
957,957,957,528,512
10734,957,957,528,512
10733,957,957,528,512
10732,957,957,528,512
968,968,968,528,512
10737,968,968,528,512
10736,968,968,528,512
10735,968,968,528,512
1073,512,0,528,512
1007,1007,1007,528,512
10674,1007,1007,528,512
10673,1007,1007,528,512
10672,1007,1007,528,512
1017,512,1017,528,512
1056,1056,1017,528,512
10677,1056,1017,528,512
10676,1056,1017,528,512
10675,1056,1017,528,512
1064,1064,1017,528,512
10680,1064,1017,528,512
10679,1064,1017,528,512
10678,1064,1017,528,512
1025,1025,1025,528,512
10683,1025,1025,528,512
10682,1025,1025,528,512
10681,1025,1025,528,512
1033,1033,1033,528,512
10686,1033,1033,528,512
10685,1033,1033,528,512
10684,1033,1033,528,512
1041,1041,1041,528,512
10689,1041,1041,528,512
10688,1041,1041,528,512
10687,1041,1041,528,512
1049,1049,1049,528,512
10692,1049,1049,528,512
10691,1049,1049,528,512
10690,1049,1049,528,512
519,512,0,519,512
989,989,989,519,512
91,91,91,519,512
846,846,846,519,512
589508455,589508455,589508455,519,512
1009,0,0,0,0
967,0,0,0,0
885,0,0,0,0
949,949,0,0,0
840,0,0,0,0
1016,1016,0,0,0
21,0,0,0,0
665,665,0,0,0
538,538,0,0,0
459,0,0,0,0
900,900,0,0,0
848,848,0,0,0
876,848,0,0,0
916,916,0,0,0
336,336,0,0,0
117,117,0,0,0
125,125,0,0,0
357,848,0,0,0
832,832,0,0,0
62,62,0,0,0
158,158,0,0,0
911,911,0,0,0
384,911,0,0,0
710,0,0,0,0
901,0,0,0,0
93,93,0,0,0
229,229,0,0,0
705,229,0,0,0
794,794,0,0,0
798,798,0,0,0
1131,798,0,0,0
1116,1116,0,0,0
933,0,0,0,0
1076,0,0,0,0
413,413,0,0,0
948,0,0,0,0
841,841,0,0,0
641,0,0,0,0
506,506,0,0,0
658,658,0,0,0
633,633,0,0,0
482,482,0,0,0
808,0,0,0,0
917,0,0,0,0
237,237,0,0,0
717,0,0,0,0
813,0,0,0,0
925,0,0,0,0
792,0,0,0,0
932,0,0,0,0
570,0,0,0,0
522,0,0,0,0
858,0,0,0,0
586,0,0,0,0
514,0,0,0,0
380,380,0,0,0
388,0,0,0,0
396,0,0,0,0
697,697,0,0,0
871,0,0,0,0
29,0,0,0,0
389,0,0,0,0
245,0,0,0,0
261,0,0,0,0
270,0,0,0,0
293,0,0,0,0
277,0,0,0,0
253,0,0,0,0
285,0,0,0,0
627,0,0,0,0
960,0,0,0,0
744,744,0,0,0
752,0,0,0,0
326,326,0,0,0
812,812,0,0,0
85,812,0,0,0
850,850,0,0,0
866,866,0,0,0
78,78,0,0,0
1123,1123,0,0,0
553,553,0,0,0
499,1123,0,0,0
650,1123,0,0,0
490,1123,0,0,0
404,1123,0,0,0
410,1123,0,0,0
373,0,0,0,0
728,728,0,0,0
484682512,484682512,0,0,0
983,0,0,0,0
776,0,0,0,0
956,956,0,0,0
579,579,0,0,0
964,964,0,0,0
1108,1108,0,0,0
971,971,0,0,0
979,0,0,0,0
484682516,484682516,0,0,0
986,986,0,0,0
784,784,0,0,0
6,6,0,0,0
924,924,0,0,0
1036,784,0,0,0
1012,784,0,0,0
1003,784,0,0,0
994,784,0,0,0
190,190,0,0,0
198,198,0,0,0
1019,784,0,0,0
1028,784,0,0,0
896,0,0,0,0
1092,1092,0,0,0
14,0,0,0,0
86,0,0,0,0
365,0,0,0,0
484682520,484682520,0,0,0
484682524,484682524,0,0,0
1000,0,0,0,0
760,0,0,0,0
142,0,0,0,0
102,102,0,0,0
109,0,0,0,0
134,0,0,0,0
309,0,0,0,0
317,0,0,0,0
877,0,0,0,0
1051,1051,0,0,0
1060,1060,0,0,0
1043,1043,0,0,0
863,863,0,0,0
397,397,0,0,0
221,863,0,0,0
736,0,0,0,0
855,0,0,0,0
205,0,0,0,0
213,0,0,0,0
941,0,0,0,0
991,0,0,0,0
768,0,0,0,0
884,884,0,0,0
892,0,0,0,0
908,908,0,0,0
940,940,0,0,0
1099,0,0,0,0
466,466,0,0,0
530,530,0,0,0
603,603,0,0,0
745,0,0,0,0
420,0,0,0,0
737,0,0,0,0
428,428,0,0,0
436,436,0,0,0
618,0,0,0,0
443,443,0,0,0
449,449,0,0,0
713,0,0,0,0
474,0,0,0,0
37,0,0,0,0
301,301,0,0,0
484682528,484682528,0,0,0
824,0,0,0,0
54,54,0,0,0
405,0,0,0,0
174,0,0,0,0
349,349,0,0,0
817,349,0,0,0
825,349,0,0,0
833,349,0,0,0
166,0,0,0,0
341,0,0,0,0
182,0,0,0,0
762,0,0,0,0
770,0,0,0,0
779,0,0,0,0
787,0,0,0,0
150,0,0,0,0
46,0,0,0,0
753,753,0,0,0
690,690,0,0,0
681,681,0,0,0
673,673,0,0,0
1068,0,0,0,0
722,0,0,0,0
1083,0,0,0,0
802,802,0,0,0
595,595,0,0,0
611,611,0,0,0
730,0,0,0,0
70,0,0,0,0
547,0,0,0,0
563,0,0,0,0
73,0,0,0,0
81,81,0,0,0
89,81,0,0,0
98,98,0,0,0
108,108,0,0,0
116,81,0,0,0
124,0,0,0,0
129,129,0,0,0
140,140,0,0,0
145,145,0,0,0
153,153,0,0,0
164,164,0,0,0
1024,0,0,0,0
1032,0,0,0,0
1055,0,0,0,0
1063,0,0,0,0
1071,0,0,0,0
1078,0,0,0,0
1040,0,0,0,0
1087,0,0,0,0
1095,0,0,0,0
1103,0,0,0,0
1112,0,0,0,0
1119,0,0,0,0
3,0,0,0,0
11,0,0,0,0
18,0,0,0,0
25,0,0,0,0
34,0,0,0,0
43,0,0,0,0
49,0,0,0,0
57,0,0,0,0
65,0,0,0,0
624,0,0,0,0
304325711,0,0,0,0
